Name,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP,GS,MPG,OREB,DREB,REB,RPG,GP,GS,AST,APG,TO,TOPG,A/TO,GP,GS,STL,SPG,GP,GS,BLK,BPG
Dontrez Styles,https://www.cbssports.com/college-basketball/players/26777297/dontrez-styles/,G,NCST,31,29,26.3,11.4,130,295,44.1,52,144,36.1,40,56,71.4,31,29,26.3,47,108,155,5.0,31,29,14,0.5,28,0.9,0.5,31,29,11,0.40,31,29,30,1.00
Dontrez Williams,https://www.cbssports.com/college-basketball/players/29557746/dontrez-williams/,G,ABIL,32,0,15.4,5.8,69,156,44.2,8,43,18.6,38,60,63.3,32,0,15.4,24,56,80,2.5,32,0,16,0.5,39,1.2,0.4,32,0,39,1.20,32,0,10,0.30
Dorian Finister,https://www.cbssports.com/college-basketball/players/28953308/dorian-finister/,G,SAMHOU,23,19,26.6,8.0,65,187,34.8,15,53,28.3,39,56,69.6,23,19,26.6,39,91,130,5.7,23,19,31,1.3,30,1.3,1.0,23,19,17,0.70,23,19,12,0.50
Dorian McMillian,https://www.cbssports.com/college-basketball/players/29558835/dorian-mcmillian/,G,JACKST,34,31,25.7,10.2,121,287,42.2,50,134,37.3,56,70,80.0,34,31,25.7,17,129,146,4.3,34,31,21,0.6,53,1.6,0.4,34,31,37,1.10,34,31,13,0.40
Doryan Onwuchekwa,https://www.cbssports.com/college-basketball/players/29556078/doryan-onwuchekwa/,C,GATECH,10,8,18.2,3.5,15,45,33.3,3,18,16.7,2,10,20.0,10,8,18.2,18,31,49,4.9,10,8,8,0.8,4,0.4,2.0,10,8,4,0.40,10,8,6,0.60
Doug Young,https://www.cbssports.com/college-basketball/players/29232294/doug-young/,G,QUINN,29,2,13.3,5.4,58,147,39.5,24,79,30.4,18,22,81.8,29,2,13.3,11,27,38,1.3,29,2,22,0.8,32,1.1,0.7,29,2,19,0.70,29,2,2,0.10
Dovydas Butka,https://www.cbssports.com/college-basketball/players/29557284/dovydas-butka/,G,PEPPER,35,35,29.5,9.6,135,280,48.2,15,56,26.8,50,97,51.5,35,35,29.5,70,143,213,6.1,35,35,76,2.2,47,1.3,1.6,35,35,33,0.90,35,35,10,0.30
Dozie Onyirimba,https://www.cbssports.com/college-basketball/players/29559297/dozie-onyirimba/,F,KENSAW,4,0,3.8,0.5,1,4,25.0,0,0,—,0,1,0.0,4,0,3.8,3,2,5,1.3,4,0,1,0.3,1,0.3,1.0,4,0,0,0.00,4,0,0,0.00
Dra Gibbs-Lawhorn,https://www.cbssports.com/college-basketball/players/29231517/dra-gibbs-lawhorn/,G,ILL,35,2,14.9,5.9,77,174,44.3,25,98,25.5,29,36,80.6,35,2,14.9,26,29,55,1.6,35,2,17,0.5,23,0.7,0.7,35,2,11,0.30,35,2,2,0.10
Dragos Lungu,https://www.cbssports.com/college-basketball/players/29254265/dragos-lungu/,G,USD,7,4,16.4,3.4,10,30,33.3,1,9,11.1,3,5,60.0,7,4,16.4,3,11,14,2.0,7,4,11,1.6,13,1.9,0.8,7,4,1,0.10,7,4,1,0.10
Drake Allen,https://www.cbssports.com/college-basketball/players/28953344/drake-allen/,G,UTAHST,32,11,21.1,7.0,80,175,45.7,21,73,28.8,43,69,62.3,32,11,21.1,16,44,60,1.9,32,11,121,3.8,48,1.5,2.5,32,11,37,1.20,32,11,12,0.40
Drake Dobbs,https://www.cbssports.com/college-basketball/players/3178547/drake-dobbs/,G,STTHMN,34,33,28.7,11.6,122,235,51.9,43,99,43.4,106,123,86.2,34,33,28.7,21,70,91,2.7,34,33,126,3.7,36,1.1,3.5,34,33,20,0.60,34,33,2,0.10
Drake Powell,https://www.cbssports.com/college-basketball/players/29559675/drake-powell/,G,UNC,37,24,25.6,7.4,102,211,48.3,36,95,37.9,35,54,64.8,37,24,25.6,26,99,125,3.4,37,24,40,1.1,27,0.7,1.5,37,24,26,0.70,37,24,25,0.70
Dramane Camara,https://www.cbssports.com/college-basketball/players/29232006/dramane-camara/,G,NORFLK,25,0,8.4,2.0,16,54,29.6,11,43,25.6,7,7,100.0,25,0,8.4,5,29,34,1.4,25,0,8,0.3,8,0.3,1.0,25,0,11,0.40,25,0,0,0.00
Drayton Jones,https://www.cbssports.com/college-basketball/players/29268451/drayton-jones/,F,SCST,33,32,23.6,13.0,136,241,56.4,0,0,—,157,227,69.2,33,32,23.6,65,117,182,5.5,33,32,47,1.4,83,2.5,0.6,33,32,28,0.80,33,32,56,1.70
Dre Bullock,https://www.cbssports.com/college-basketball/players/28954520/dre-bullock/,G,SDAK,30,12,22.7,12.0,111,253,43.9,41,128,32.0,98,129,76.0,30,12,22.7,26,82,108,3.6,30,12,47,1.6,45,1.5,1.0,30,12,43,1.40,30,12,16,0.50
Dre Davis,https://www.cbssports.com/college-basketball/players/3178312/dre-davis/,G,MISS,34,34,25.9,10.1,125,275,45.5,25,77,32.5,69,101,68.3,34,34,25.9,59,105,164,4.8,34,34,42,1.2,41,1.2,1.0,34,34,33,1.00,34,34,33,1.00
Drew Ardouin,https://www.cbssports.com/college-basketball/players/29556372/drew-ardouin/,G,SANFRAN,8,0,1.4,0.6,2,2,100.0,1,1,100.0,0,0,—,8,0,1.4,0,0,0,0.0,8,0,0,0.0,0,0.0,—,8,0,0,0.00,8,0,0,0.00
Drew Barbee,https://www.cbssports.com/college-basketball/players/29231145/drew-barbee/,G,CMICH,11,0,4.5,1.1,3,12,25.0,1,4,25.0,5,8,62.5,11,0,4.5,1,7,8,0.7,11,0,2,0.2,0,0.0,—,11,0,0,0.00,11,0,1,0.10
Drew Carter,https://www.cbssports.com/college-basketball/players/26700481/drew-carter/,G,OREG,4,0,2,0.0,0,1,0.0,0,1,0.0,0,0,—,4,0,2,0,0,0,0.0,4,0,0,0.0,0,0.0,—,4,0,1,0.30,4,0,0,0.00
Drew Fielder,https://www.cbssports.com/college-basketball/players/29232369/drew-fielder/,F,GTOWN,31,31,23.5,7.1,82,177,46.3,18,72,25.0,38,53,71.7,31,31,23.5,51,117,168,5.4,31,31,30,1.0,29,0.9,1.0,31,31,11,0.40,31,31,13,0.40
Drew McElroy,https://www.cbssports.com/college-basketball/players/29559933/drew-mcelroy/,G,TCU,2,0,1,1.5,1,1,100.0,1,1,100.0,0,0,—,2,0,1,0,1,1,0.5,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Drew McKenna,https://www.cbssports.com/college-basketball/players/28904271/drew-mckenna/,F,GTOWN,20,2,7.2,1.8,14,39,35.9,1,16,6.3,6,11,54.5,20,2,7.2,8,25,33,1.7,20,2,3,0.2,3,0.2,1.0,20,2,5,0.30,20,2,1,0.10
Drew Scharnowski,https://www.cbssports.com/college-basketball/players/29234881/drew-scharnowski/,F,BELMONT,25,2,12.7,5.5,53,83,63.9,0,2,0.0,31,54,57.4,25,2,12.7,34,40,74,3.0,25,2,27,1.1,16,0.6,1.7,25,2,8,0.30,25,2,16,0.60
Drew Steffe,https://www.cbssports.com/college-basketball/players/29232630/drew-steffe/,G,SILL,33,19,26.3,6.8,73,186,39.2,43,114,37.7,34,57,59.6,33,19,26.3,15,72,87,2.6,33,19,76,2.3,25,0.8,3.0,33,19,24,0.70,33,19,11,0.30
Drew Thelwell,https://www.cbssports.com/college-basketball/players/26541766/drew-thelwell/,G,IOWA,29,20,25.4,9.5,97,194,50.0,35,85,41.2,47,72,65.3,29,20,25.4,9,55,64,2.2,29,20,86,3.0,33,1.1,2.6,29,20,43,1.50,29,20,2,0.10
Drey Carter,https://www.cbssports.com/college-basketball/players/28952906/drey-carter/,G,WRIGHT,24,1,8.4,2.7,26,50,52.0,1,10,10.0,11,19,57.9,24,1,8.4,9,20,29,1.2,24,1,9,0.4,12,0.5,0.8,24,1,2,0.10,24,1,4,0.20
Drissa Traore,https://www.cbssports.com/college-basketball/players/26778581/drissa-traore/,F,RI,31,2,12.7,2.8,30,72,41.7,7,29,24.1,20,32,62.5,31,2,12.7,31,48,79,2.5,31,2,15,0.5,14,0.5,1.1,31,2,7,0.20,31,2,3,0.10
Drue Drinnon,https://www.cbssports.com/college-basketball/players/3042407/drue-drinnon/,G,TEXST,26,11,22.6,6.0,48,113,42.5,29,65,44.6,32,42,76.2,26,11,22.6,5,32,37,1.4,26,11,56,2.2,32,1.2,1.8,26,11,11,0.40,26,11,2,0.10
Duane Posey,https://www.cbssports.com/college-basketball/players/28952261/duane-posey/,G,TEXSO,28,6,15.8,6.9,67,120,55.8,0,5,0.0,59,90,65.6,28,6,15.8,57,61,118,4.2,28,6,19,0.7,34,1.2,0.6,28,6,16,0.60,28,6,9,0.30
Duane Rogers III,https://www.cbssports.com/college-basketball/players/29670484/duane-rogers-iii/,G,DTROIT,4,0,2.3,1.0,1,2,50.0,0,0,—,2,6,33.3,4,0,2.3,1,0,1,0.3,4,0,0,0.0,1,0.3,0.0,4,0,1,0.30,4,0,0,0.00
Duane Thompson,https://www.cbssports.com/college-basketball/players/29235106/duane-thompson/,F,STBON,24,1,9.7,3.2,22,69,31.9,9,34,26.5,24,40,60.0,24,1,9.7,13,25,38,1.6,24,1,7,0.3,10,0.4,0.7,24,1,6,0.30,24,1,2,0.10
Dug McDaniel,https://www.cbssports.com/college-basketball/players/28953284/dug-mcdaniel/,G,KSTATE,32,23,32.4,11.4,145,384,37.8,34,132,25.8,42,58,72.4,32,23,32.4,11,78,89,2.8,32,23,158,4.9,85,2.7,1.9,32,23,54,1.70,32,23,0,0.00
Duke Brennan,https://www.cbssports.com/college-basketball/players/28955837/duke-brennan/,F,GC,30,30,26.5,10.4,122,189,64.6,0,1,0.0,68,104,65.4,30,30,26.5,102,173,275,9.2,30,30,16,0.5,35,1.2,0.5,30,30,23,0.80,30,30,13,0.40
Duke Deen,https://www.cbssports.com/college-basketball/players/26777900/duke-deen/,G,BRAD,37,36,31.7,13.5,165,405,40.7,111,282,39.4,58,67,86.6,37,36,31.7,13,111,124,3.4,37,36,140,3.8,67,1.8,2.1,37,36,32,0.90,37,36,4,0.10
Duke Miles,https://www.cbssports.com/college-basketball/players/3177473/duke-miles/,G,OKLA,34,34,24.6,9.4,108,210,51.4,40,93,43.0,64,77,83.1,34,34,24.6,14,72,86,2.5,34,34,69,2.0,41,1.2,1.7,34,34,48,1.40,34,34,2,0.10
Duncan Powell,https://www.cbssports.com/college-basketball/players/26779073/duncan-powell/,F,GATECH,33,13,29.4,12.2,135,306,44.1,53,148,35.8,79,115,68.7,33,13,29.4,54,124,178,5.4,33,13,26,0.8,39,1.2,0.7,33,13,21,0.60,33,13,14,0.40
Duncan Reid,https://www.cbssports.com/college-basketball/players/29234722/duncan-reid/,G,SUTAH,26,1,8.3,2.2,19,66,28.8,15,50,30.0,3,6,50.0,26,1,8.3,6,14,20,0.8,26,1,8,0.3,4,0.2,2.0,26,1,0,0.00,26,1,2,0.10
Dupree Fletcher,https://www.cbssports.com/college-basketball/players/29556765/dupree-fletcher/,G,GRAM,13,1,6.9,1.2,3,14,21.4,2,4,50.0,7,10,70.0,13,1,6.9,6,3,9,0.7,13,1,5,0.4,5,0.4,1.0,13,1,5,0.40,13,1,1,0.10
Dusan Neskovic,https://www.cbssports.com/college-basketball/players/26775842/dusan-neskovic/,F,RICH,32,27,25.1,13.5,132,316,41.8,43,150,28.7,126,142,88.7,32,27,25.1,13,103,116,3.6,32,27,23,0.7,33,1.0,0.7,32,27,18,0.60,32,27,2,0.10
Dusty Stromer,https://www.cbssports.com/college-basketball/players/29020118/dusty-stromer/,G,GONZAG,34,1,17.4,4.3,50,125,40.0,27,79,34.2,19,24,79.2,34,1,17.4,11,60,71,2.1,34,1,23,0.7,21,0.6,1.1,34,1,20,0.60,34,1,8,0.20
Dutch Dowdell,https://www.cbssports.com/college-basketball/players/29558451/dutch-dowdell/,G,HARV,16,0,7.5,2.3,13,38,34.2,7,27,25.9,4,4,100.0,16,0,7.5,4,5,9,0.6,16,0,3,0.2,7,0.4,0.4,16,0,4,0.30,16,0,0,0.00
Dwayne Koroma,https://www.cbssports.com/college-basketball/players/3177449/dwayne-koroma/,F,LEMOYN,31,30,28.3,11.5,152,213,71.4,5,14,35.7,48,102,47.1,31,30,28.3,73,150,223,7.2,31,30,61,2.0,78,2.5,0.8,31,30,42,1.40,31,30,7,0.20
Dwayne Perkins Jr.,https://www.cbssports.com/college-basketball/players/29613018/dwayne-perkins-jr/,G,NICHST,1,0,2,0.0,0,0,—,0,0,—,0,0,—,1,0,2,0,0,0,0.0,1,0,1,1.0,1,1.0,1.0,1,0,0,0.00,1,0,0,0.00
Dwon Odom,https://www.cbssports.com/college-basketball/players/3178200/dwon-odom/,G,TULSA,33,28,31.3,13.4,173,324,53.4,11,37,29.7,84,105,80.0,33,28,31.3,32,112,144,4.4,33,28,177,5.4,89,2.7,2.0,33,28,36,1.10,33,28,19,0.60
Dylan Addae-Wusu,https://www.cbssports.com/college-basketball/players/3178317/dylan-addae-wusu/,G,SETON,25,20,28.9,9.7,76,221,34.4,29,102,28.4,62,94,66.0,25,20,28.9,23,65,88,3.5,25,20,78,3.1,53,2.1,1.5,25,20,49,2.00,25,20,4,0.20
Dylan Anderson,https://www.cbssports.com/college-basketball/players/28953359/dylan-anderson/,F,BOISE,24,11,10.2,3.5,35,65,53.8,5,13,38.5,8,12,66.7,24,11,10.2,7,34,41,1.7,24,11,18,0.8,17,0.7,1.1,24,11,4,0.20,24,11,2,0.10
Dylan Andrews,https://www.cbssports.com/college-basketball/players/28954340/dylan-andrews/,G,UCLA,32,29,24.9,6.9,85,224,37.9,34,104,32.7,16,23,69.6,32,29,24.9,11,39,50,1.6,32,29,109,3.4,54,1.7,2.0,32,29,20,0.60,32,29,2,0.10
Dylan Arnett,https://www.cbssports.com/college-basketball/players/28952402/dylan-arnett/,F,CLEVST,36,36,28.5,11.3,175,284,61.6,0,1,0.0,58,96,60.4,36,36,28.5,103,152,255,7.1,36,36,56,1.6,57,1.6,1.0,36,36,28,0.80,36,36,46,1.30
Dylan Branson,https://www.cbssports.com/college-basketball/players/26541895/dylan-branson/,F,BELLAR,11,4,22.2,8.6,30,71,42.3,7,23,30.4,28,33,84.8,11,4,22.2,13,38,51,4.6,11,4,28,2.5,21,1.9,1.3,11,4,5,0.50,11,4,4,0.40
Dylan Canoville,https://www.cbssports.com/college-basketball/players/29231028/dylan-canoville/,F,JACKST,22,1,15.6,4.3,33,55,60.0,0,0,—,28,57,49.1,22,1,15.6,34,42,76,3.5,22,1,9,0.4,16,0.7,0.6,22,1,13,0.60,22,1,18,0.80
Dylan Cardwell,https://www.cbssports.com/college-basketball/players/3178508/dylan-cardwell/,C,AUBURN,38,38,20.3,5.0,84,120,70.0,1,2,50.0,22,68,32.4,38,38,20.3,94,98,192,5.1,38,38,61,1.6,21,0.6,2.9,38,38,32,0.80,38,38,53,1.40
Dylan Darling,https://www.cbssports.com/college-basketball/players/28953770/dylan-darling/,G,IDST,28,28,34.3,19.8,168,381,44.1,52,146,35.6,166,205,81.0,28,28,34.3,10,86,96,3.4,28,28,160,5.7,69,2.5,2.3,28,28,47,1.70,28,28,12,0.40
Dylan Dawson,https://www.cbssports.com/college-basketball/players/3177839/dylan-dawson/,G,TEXST,20,17,25.5,7.4,48,148,32.4,33,101,32.7,18,22,81.8,20,17,25.5,8,42,50,2.5,20,17,42,2.1,39,2.0,1.1,20,17,18,0.90,20,17,2,0.10
Dylan Fasoyiro,https://www.cbssports.com/college-basketball/players/29558463/dylan-fasoyiro/,G,SALAB,32,32,18.3,6.3,67,170,39.4,32,108,29.6,35,46,76.1,32,32,18.3,22,48,70,2.2,32,32,17,0.5,16,0.5,1.1,32,32,37,1.20,32,32,11,0.30
Dylan Faulkner,https://www.cbssports.com/college-basketball/players/29231358/dylan-faulkner/,F,LPSCMB,15,13,17.5,10.5,62,102,60.8,0,8,0.0,33,47,70.2,15,13,17.5,27,52,79,5.3,15,13,30,2.0,21,1.4,1.4,15,13,8,0.50,15,13,25,1.70
Dylan Godfrey,https://www.cbssports.com/college-basketball/players/29557233/dylan-godfrey/,F,CAN,31,23,23.2,8.6,101,238,42.4,41,128,32.0,23,27,85.2,31,23,23.2,15,73,88,2.8,31,23,19,0.6,39,1.3,0.5,31,23,17,0.50,31,23,15,0.50
Dylan Grant,https://www.cbssports.com/college-basketball/players/29556825/dylan-grant/,F,RUT,21,16,18.7,5.9,49,110,44.5,10,43,23.3,16,28,57.1,21,16,18.7,34,38,72,3.4,21,16,4,0.2,9,0.4,0.4,21,16,8,0.40,21,16,12,0.60
Dylan Harper,https://www.cbssports.com/college-basketball/players/29557116/dylan-harper/,G,RUT,29,28,32.6,19.4,194,401,48.4,50,150,33.3,126,168,75.0,29,28,32.6,22,111,133,4.6,29,28,117,4.0,70,2.4,1.7,29,28,42,1.40,29,28,17,0.60
Dylan Hayman,https://www.cbssports.com/college-basketball/players/26778929/dylan-hayman/,F,UIW,36,35,34.6,15.2,209,415,50.4,49,114,43.0,80,95,84.2,36,35,34.6,65,117,182,5.1,36,35,56,1.6,54,1.5,1.0,36,35,28,0.80,36,35,6,0.20
Dylan James,https://www.cbssports.com/college-basketball/players/29234863/dylan-james/,F,UGA,32,8,13.6,3.2,39,84,46.4,10,25,40.0,14,27,51.9,32,8,13.6,25,45,70,2.2,32,8,18,0.6,21,0.7,0.9,32,8,11,0.30,32,8,17,0.50
Dylan Jones,https://www.cbssports.com/college-basketball/players/29558007/dylan-jones/,G,FDU,33,33,24.2,9.4,102,250,40.8,82,210,39.0,23,25,92.0,33,33,24.2,18,45,63,1.9,33,33,25,0.8,25,0.8,1.0,33,33,12,0.40,33,33,6,0.20
Dylan Mansour,https://www.cbssports.com/college-basketball/players/29556807/dylan-mansour/,G,WASH,5,0,1.2,0.0,0,3,0.0,0,3,0.0,0,0,—,5,0,1.2,0,2,2,0.4,5,0,0,0.0,1,0.2,0.0,5,0,0,0.00,5,0,1,0.20
Dylan Mclean,https://www.cbssports.com/college-basketball/players/29264874/dylan-mclean/,G,ALAM,18,10,15.3,6.9,38,88,43.2,14,34,41.2,34,38,89.5,18,10,15.3,10,8,18,1.0,18,10,5,0.3,15,0.8,0.3,18,10,9,0.50,18,10,2,0.10
Dylan Murans,https://www.cbssports.com/college-basketball/players/29557512/dylan-murans/,F,ARMY,3,0,2.3,0.7,1,4,25.0,0,1,0.0,0,0,—,3,0,2.3,1,0,1,0.3,3,0,0,0.0,0,0.0,—,3,0,0,0.00,3,0,0,0.00
Dylan Saunders,https://www.cbssports.com/college-basketball/players/29231703/dylan-saunders/,F,NH,31,5,12.5,2.7,27,70,38.6,23,62,37.1,6,9,66.7,31,5,12.5,6,32,38,1.2,31,5,9,0.3,12,0.4,0.8,31,5,9,0.30,31,5,5,0.20
Dylan Warlick,https://www.cbssports.com/college-basketball/players/29559540/dylan-warlick/,F,STLOU,25,0,10,2.4,18,39,46.2,5,13,38.5,18,24,75.0,25,0,10,16,25,41,1.6,25,0,10,0.4,11,0.4,0.9,25,0,3,0.10,25,0,4,0.20
Dylan Williams,https://www.cbssports.com/college-basketball/players/29556912/dylan-williams/,G,PENN,25,11,17.1,4.4,35,109,32.1,22,68,32.4,17,25,68.0,25,11,17.1,4,25,29,1.2,25,11,30,1.2,27,1.1,1.1,25,11,9,0.40,25,11,1,0.00
Dylan Williamson,https://www.cbssports.com/college-basketball/players/28953059/dylan-williamson/,G,TOWSON,33,28,30.6,14.6,177,404,43.8,88,204,43.1,41,59,69.5,33,28,30.6,13,62,75,2.3,33,28,87,2.6,50,1.5,1.7,33,28,19,0.60,33,28,1,0.00
Dyondre Dominguez,https://www.cbssports.com/college-basketball/players/26548293/dyondre-dominguez/,F,ARKST,33,1,12.1,4.9,49,117,41.9,24,75,32.0,40,51,78.4,33,1,12.1,27,57,84,2.5,33,1,22,0.7,21,0.6,1.0,33,1,11,0.30,33,1,15,0.50
Dyson Koehler,https://www.cbssports.com/college-basketball/players/3177717/dyson-koehler/,F,WEBER,22,19,30.4,10.1,68,183,37.2,40,113,35.4,46,63,73.0,22,19,30.4,21,88,109,5.0,22,19,16,0.7,29,1.3,0.6,22,19,23,1.00,22,19,10,0.50
EJ Avelar,https://www.cbssports.com/college-basketball/players/29558277/ej-avelar/,G,TEXPA,6,0,1.3,1.0,3,5,60.0,0,1,0.0,0,0,—,6,0,1.3,0,0,0,0.0,6,0,0,0.0,0,0.0,—,6,0,0,0.00,6,0,0,0.00
EJ Farmer,https://www.cbssports.com/college-basketball/players/26778464/ej-farmer/,G,YOUNG,24,20,28.3,15.0,121,293,41.3,33,126,26.2,85,104,81.7,24,20,28.3,33,66,99,4.1,24,20,28,1.2,27,1.1,1.0,24,20,20,0.80,24,20,7,0.30
EJ Neal,https://www.cbssports.com/college-basketball/players/29232246/ej-neal/,G,SACST,32,25,25.9,8.0,88,230,38.3,55,161,34.2,26,34,76.5,32,25,25.9,20,80,100,3.1,32,25,51,1.6,32,1.0,1.6,32,25,29,0.90,32,25,14,0.40
EJ Ryans,https://www.cbssports.com/college-basketball/players/29555568/ej-ryans/,G,WMICH,31,8,13.7,2.6,30,78,38.5,10,36,27.8,12,19,63.2,31,8,13.7,3,15,18,0.6,31,8,28,0.9,15,0.5,1.9,31,8,13,0.40,31,8,1,0.00
EJay Greer,https://www.cbssports.com/college-basketball/players/29234851/ejay-greer/,G,ALAM,9,0,11.2,5.2,18,42,42.9,4,15,26.7,7,9,77.8,9,0,11.2,8,14,22,2.4,9,0,5,0.6,10,1.1,0.5,9,0,2,0.20,9,0,0,0.00
Earl Timberlake,https://www.cbssports.com/college-basketball/players/3178282/earl-timberlake/,G,BRYANT,33,33,35.8,15.5,197,394,50.0,9,25,36.0,107,150,71.3,33,33,35.8,76,191,267,8.1,33,33,155,4.7,80,2.4,1.9,33,33,34,1.00,33,33,59,1.80
Ebenezer Dowuona,https://www.cbssports.com/college-basketball/players/3178573/ebenezer-dowuona/,F,JMAD,28,0,11.4,2.0,25,36,69.4,0,0,—,5,9,55.6,28,0,11.4,20,43,63,2.3,28,0,5,0.2,18,0.6,0.3,28,0,7,0.30,28,0,24,0.90
Ebenezer Ogoh,https://www.cbssports.com/college-basketball/players/29557557/ebenezer-ogoh/,C,IUI,1,0,6,4.0,2,3,66.7,0,0,—,0,0,—,1,0,6,1,1,2,2.0,1,0,0,0.0,0,0.0,—,1,0,0,0.00,1,0,0,0.00
Ebo Wilson,https://www.cbssports.com/college-basketball/players/29555352/ebo-wilson/,C,JACKST,11,1,9.3,0.5,2,4,50.0,0,0,—,2,7,28.6,11,1,9.3,11,20,31,2.8,11,1,3,0.3,11,1.0,0.3,11,1,6,0.50,11,1,0,0.00
Ebrima Dibba,https://www.cbssports.com/college-basketball/players/3041684/ebrima-dibba/,G,CLEVST,35,32,25.1,3.4,47,122,38.5,6,19,31.6,18,39,46.2,35,32,25.1,10,97,107,3.1,35,32,136,3.9,53,1.5,2.6,35,32,34,1.00,35,32,1,0.00
Eddie Jallow Hedqvist,https://www.cbssports.com/college-basketball/players/29556246/eddie-jallow-hedqvist/,G,UOP,2,0,5,2.5,2,3,66.7,1,2,50.0,0,0,—,2,0,5,0,2,2,1.0,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Eddie Lampkin Jr.,https://www.cbssports.com/college-basketball/players/3177993/eddie-lampkin-jr/,C,CUSE,33,32,30,11.5,155,260,59.6,2,5,40.0,66,103,64.1,33,32,30,114,203,317,9.6,33,32,70,2.1,72,2.2,1.0,33,32,14,0.40,33,32,16,0.50
Eddie Ricks III,https://www.cbssports.com/college-basketball/players/29233809/eddie-ricks-iii/,F,JMAD,32,26,26,6.7,80,176,45.5,24,76,31.6,30,42,71.4,32,26,26,37,112,149,4.7,32,26,28,0.9,31,1.0,0.9,32,26,21,0.70,32,26,23,0.70
Eddiean Tirado,https://www.cbssports.com/college-basketball/players/29230905/eddiean-tirado/,G,SIUE,15,0,5.4,1.3,8,23,34.8,4,17,23.5,0,1,0.0,15,0,5.4,0,4,4,0.3,15,0,1,0.1,1,0.1,1.0,15,0,3,0.20,15,0,0,0.00
Eddrin Bronson,https://www.cbssports.com/college-basketball/players/29232276/eddrin-bronson/,G,FURMAN,35,3,19.9,5.6,66,202,32.7,37,124,29.8,27,37,73.0,35,3,19.9,6,51,57,1.6,35,3,46,1.3,34,1.0,1.4,35,3,17,0.50,35,3,3,0.10
Edouard Benoit,https://www.cbssports.com/college-basketball/players/29559789/edouard-benoit/,F,LEHIGH,30,11,17.3,5.9,63,137,46.0,29,69,42.0,23,40,57.5,30,11,17.3,16,57,73,2.4,30,11,18,0.6,29,1.0,0.6,30,11,6,0.20,30,11,4,0.10
Edrick Quezada,https://www.cbssports.com/college-basketball/players/29231526/edrick-quezada/,F,MERMAK,2,0,0.5,0.0,0,0,—,0,0,—,0,0,—,2,0,0.5,0,0,0,0.0,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Eduardo Andre,https://www.cbssports.com/college-basketball/players/3178327/eduardo-andre/,C,WVU,31,9,17,5.0,67,96,69.8,0,0,—,20,37,54.1,31,9,17,32,87,119,3.8,31,9,31,1.0,34,1.1,0.9,31,9,21,0.70,31,9,44,1.40
Eduardo Klafke,https://www.cbssports.com/college-basketball/players/29559657/eduardo-klafke/,G,MISS,36,0,10,1.4,16,36,44.4,13,27,48.1,6,11,54.5,36,0,10,8,30,38,1.1,36,0,15,0.4,11,0.3,1.4,36,0,16,0.40,36,0,7,0.20
Edward Nnamoko,https://www.cbssports.com/college-basketball/players/28955942/edward-nnamoko/,F,NMEXST,20,0,5.2,1.0,4,9,44.4,0,0,—,12,15,80.0,20,0,5.2,6,13,19,1.0,20,0,5,0.3,11,0.6,0.5,20,0,0,0.00,20,0,6,0.30
Eemeli Yalaho,https://www.cbssports.com/college-basketball/players/29233923/eemeli-yalaho/,F,TXTECH,8,1,11.3,3.3,10,18,55.6,3,6,50.0,3,7,42.9,8,1,11.3,6,13,19,2.4,8,1,6,0.8,4,0.5,1.5,8,1,2,0.30,8,1,1,0.10
Efrem Johnson,https://www.cbssports.com/college-basketball/players/28955306/efrem-johnson/,G,UAB,37,21,26.9,8.8,113,308,36.7,49,153,32.0,52,60,86.7,37,21,26.9,22,54,76,2.1,37,21,68,1.8,33,0.9,2.1,37,21,31,0.80,37,21,7,0.20
Efstratios Kalliontzis,https://www.cbssports.com/college-basketball/players/29558046/efstratios-kalliontzis/,C,NCAT,29,16,19.7,3.9,39,69,56.5,0,0,—,36,52,69.2,29,16,19.7,55,42,97,3.3,29,16,13,0.4,18,0.6,0.7,29,16,13,0.40,29,16,13,0.40
Efton Reid III,https://www.cbssports.com/college-basketball/players/26776253/efton-reid-iii/,F,WAKE,31,31,29.5,8.8,97,177,54.8,10,37,27.0,69,96,71.9,31,31,29.5,63,141,204,6.6,31,31,32,1.0,48,1.5,0.7,31,31,17,0.50,31,31,30,1.00
Egan Shields,https://www.cbssports.com/college-basketball/players/29232750/egan-shields/,C,NCOLO,31,0,9.5,2.2,32,55,58.2,0,2,0.0,5,14,35.7,31,0,9.5,26,17,43,1.4,31,0,10,0.3,10,0.3,1.0,31,0,3,0.10,31,0,8,0.30
Egor Demin,https://www.cbssports.com/college-basketball/players/29556852/egor-demin/,G,BYU,33,33,27.5,10.6,126,306,41.2,42,154,27.3,57,82,69.5,33,33,27.5,10,118,128,3.9,33,33,180,5.5,97,2.9,1.9,33,33,38,1.20,33,33,12,0.40
Eian Elmer,https://www.cbssports.com/college-basketball/players/29233995/eian-elmer/,G,MIAOH,33,32,27.4,11.0,134,283,47.3,58,145,40.0,37,54,68.5,33,32,27.4,26,137,163,4.9,33,32,41,1.2,34,1.0,1.2,33,32,50,1.50,33,32,24,0.70
