name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP.1,GS.1,MPG.1,OREB,DREB,REB,RPG,GP.2,GS.2,AST,APG,TO,TOPG,A/TO,GP.3,GS.3,STL,SPG,GP.4,GS.4,BLK,BPG
Emmanuel Okorafor,https://www.on3.com/db/emmanuel-okorafor-237742/,C,JR,6-9,220,NBA Academy Africa,(Abia),,,Entered,Seton Hall,,https://www.cbssports.com/college-basketball/players/29069709/emmanuel-okorafor/,C,SETON,25,9,10.8,2.7,29,55,52.7,0,1,0.0,10,25,40.0,25,9,10.8,23,31,54,2.2,25,9,6,0.2,12,0.5,0.5,25,9,6,0.20,25,9,7,0.30
Emmanuel Stephen,https://www.on3.com/db/emmanuel-stephen-235859/,C,FR,7-0,215,Dream City Christian,"(Glendale, AZ)",90.37,,Committed,Arizona,UNLV Rebels,https://www.cbssports.com/college-basketball/players/29558031/emmanuel-stephen/,C,ARIZ,8,0,2.9,1.3,5,5,100.0,0,0,—,0,3,0.0,8,0,2.9,1,9,10,1.3,8,0,1,0.1,2,0.3,0.5,8,0,2,0.30,8,0,1,0.10
Emmanuel Ugbo,https://www.on3.com/db/emmanuel-ugbo-176452/,PF,SO,6-8,235,Netherlands,(Lagos),,,Committed,Boise State,Washington State Cougars,https://www.cbssports.com/college-basketball/players/29232141/emmanuel-ugbo/,F,BOISE,36,12,10.1,3.1,41,85,48.2,5,22,22.7,26,33,78.8,36,12,10.1,21,63,84,2.3,36,12,7,0.2,19,0.5,0.4,36,12,4,0.10,36,12,13,0.40
Enoch Boakye,https://www.on3.com/db/enoch-boakye-41885/,PF,SR,6-10,240,George Harris Prep,"(Mississauga, ON)",93.91,,Entered,Villanova,,https://www.cbssports.com/college-basketball/players/26775701/enoch-boakye/,F,NOVA,36,36,22.9,4.4,58,88,65.9,0,0,—,44,59,74.6,36,36,22.9,80,152,232,6.4,36,36,11,0.3,26,0.7,0.4,36,36,12,0.30,36,36,26,0.70
Eren Banks,https://www.on3.com/db/eren-banks-154872/,CG,SO,6-3,180,Putnam County,"(Eatonton, GA)",89.00,,Committed,Georgia Southern,Appalachian State Mountaineers,https://www.cbssports.com/college-basketball/players/29233017/eren-banks/,G,GASOU,33,30,28.8,9.4,115,250,46.0,52,131,39.7,29,47,61.7,33,30,28.8,13,71,84,2.5,33,30,77,2.3,62,1.9,1.2,33,30,45,1.40,33,30,2,0.10
Eric Mulder,https://www.on3.com/db/eric-mulder-147831/,PF,JR,6-8,200,Pella Christian,"(Oskaloosa, IA)",89.79,,Committed,Purdue University Fort Wayne,Iowa State Cyclones,https://www.cbssports.com/college-basketball/players/28955876/eric-mulder/,F,IPFW,24,23,24.1,8.4,87,114,76.3,0,3,0.0,28,47,59.6,24,23,24.1,68,93,161,6.7,24,23,4,0.2,11,0.5,0.4,24,23,29,1.20,24,23,16,0.70
Eric Parnell,https://www.on3.com/db/eric-parnell-250231/,SG,JR,6-3,,Holy Trinity Episcopal Academy,"(Melbourne, FL)",,,Entered,Hofstra,,https://www.cbssports.com/college-basketball/players/29233368/eric-parnell/,G,HOFSTRA,16,0,11,3.8,21,52,40.4,15,40,37.5,3,3,100.0,16,0,11,1,19,20,1.3,16,0,8,0.5,1,0.1,8.0,16,0,6,0.40,16,0,0,0.00
Ernest Udeh Jr.,https://www.on3.com/db/ernest-udeh-jr-42750/,C,JR,6-10,250,Dr. Phillips,"(Orlando, FL)",93.44,,Committed,TCU,Miami Hurricanes,https://www.cbssports.com/college-basketball/players/28954925/ernest-udeh-jr/,C,TCU,30,30,26.5,6.6,71,112,63.4,0,0,—,55,92,59.8,30,30,26.5,93,133,226,7.5,30,30,35,1.2,33,1.1,1.1,30,30,43,1.40,30,30,38,1.30
Evan Mahaffey,https://www.on3.com/db/evan-mahaffey-43318/,SG,JR,6-6,200,Archbishop Moeller,"(Cincinnati, OH)",89.43,,Committed,Ohio State,Akron Zips,https://www.cbssports.com/college-basketball/players/28955030/evan-mahaffey/,G,OHIOST,32,3,17.9,3.6,49,73,67.1,1,2,50.0,15,39,38.5,32,3,17.9,41,57,98,3.1,32,3,27,0.8,19,0.6,1.4,32,3,23,0.70,32,3,28,0.90
Evan Nelson,https://www.on3.com/db/evan-nelson-43354/,PG,SR,6-1,160,Salpointe Catholic,"(Tucson, AZ)",,,Committed,Harvard,Arizona Wildcats,https://www.cbssports.com/college-basketball/players/26876669/evan-nelson/,G,HARV,27,25,27.2,9.1,87,191,45.5,38,94,40.4,34,37,91.9,27,25,27.2,17,64,81,3.0,27,25,78,2.9,67,2.5,1.2,27,25,37,1.40,27,25,3,0.10
Ezra Ausar,https://www.on3.com/db/ezra-ausar-43581/,PF,JR,6-8,235,Liberty Heights Athletic Institute,"(Snellville, GA)",93.86,,Committed,Utah,USC Trojans,https://www.cbssports.com/college-basketball/players/28952234/ezra-ausar/,F,UTAH,31,29,23.1,12.5,131,253,51.8,1,14,7.1,123,197,62.4,31,29,23.1,65,91,156,5.0,31,29,27,0.9,55,1.8,0.5,31,29,26,0.80,31,29,11,0.40
Femi Odukale,https://www.on3.com/db/femi-odukale-43762/,SG,SR,6-3,185,Commonwealth Academy,"(Brooklyn, NY)",90.00,,Entered,Minnesota,,https://www.cbssports.com/college-basketball/players/3178116/femi-odukale/,G,MINN,32,30,29.5,6.8,86,201,42.8,13,46,28.3,31,60,51.7,32,30,29.5,42,99,141,4.4,32,30,115,3.6,73,2.3,1.6,32,30,47,1.50,32,30,37,1.20
Filip Borovicanin,https://www.on3.com/db/filip-borovicanin-154088/,SF,JR,6-8,180,Serbia,(Belgrade),89.87,,Committed,New Mexico,Xavier Musketeers,https://www.cbssports.com/college-basketball/players/28951976/filip-borovicanin/,F,NMEX,35,29,22.6,5.9,74,179,41.3,26,82,31.7,31,48,64.6,35,29,22.6,38,123,161,4.6,35,29,40,1.1,35,1.0,1.1,35,29,23,0.70,35,29,8,0.20
Flory Bidunga,https://www.on3.com/db/flory-bidunga-153411/,PF,FR,6-9,215,Kokomo,(Kinshasa),98.21,,Withdrawn,Kansas,Kansas,https://www.cbssports.com/college-basketball/players/29557584/flory-bidunga/,F,KANSAS,34,6,16.2,5.9,88,126,69.8,0,0,—,24,45,53.3,34,6,16.2,61,121,182,5.4,34,6,11,0.3,26,0.8,0.4,34,6,19,0.60,34,6,54,1.60
Frank Mitchell,https://www.on3.com/db/frank-mitchell-241365/,PF,SR,6-8,240,Oakville Prep,"(Toronto, ON)",,,Committed,Minnesota,St. Bonaventure University Bonnies,https://www.cbssports.com/college-basketball/players/28975567/frank-mitchell/,F,MINN,29,9,15.6,4.9,65,98,66.3,0,0,—,13,32,40.6,29,9,15.6,69,67,136,4.7,29,9,21,0.7,28,1.0,0.8,29,9,8,0.30,29,9,18,0.60
Frankie Collins,https://www.on3.com/db/frankie-collins-44118/,PG,SR,6-1,180,Coronado,"(Henderson, NV)",95.77,,Committed,TCU,Vanderbilt Commodores,https://www.cbssports.com/college-basketball/players/26777981/frankie-collins/,G,TCU,9,9,30.9,11.2,38,90,42.2,6,23,26.1,19,32,59.4,9,9,30.9,6,34,40,4.4,9,9,40,4.4,21,2.3,1.9,9,9,17,1.90,9,9,2,0.20
Fredrick King,https://www.on3.com/db/fredrick-king-147709/,C,JR,6-10,220,NBA Academy Latin America,(Andros Island),87.50,,Committed,Creighton,Murray State Racers,https://www.cbssports.com/college-basketball/players/28955636/fredrick-king/,C,CREIGH,36,1,5.9,2.7,42,63,66.7,0,0,—,14,24,58.3,36,1,5.9,19,27,46,1.3,36,1,4,0.1,12,0.3,0.3,36,1,4,0.10,36,1,15,0.40
Gabe Cupps,https://www.on3.com/db/gabe-cupps-44492/,PG,SO,6-2,165,Centerville,"(Dayton, OH)",89.44,,Committed,Indiana,Ohio State Buckeyes,https://www.cbssports.com/college-basketball/players/29232336/gabe-cupps/,G,IND,4,0,6,0.0,0,4,0.0,0,3,0.0,0,0,—,4,0,6,0,1,1,0.3,4,0,3,0.8,0,0.0,—,4,0,2,0.50,4,0,0,0.00
Gabe Dynes,https://www.on3.com/db/gabe-dynes-250227/,C,SO,7-3,225,Simon Kenton,"(Independence, KY)",92.88,,Committed,Youngstown State,USC Trojans,https://www.cbssports.com/college-basketball/players/29232753/gabe-dynes/,C,YOUNG,34,7,21.7,6.8,100,143,69.9,0,2,0.0,32,67,47.8,34,7,21.7,85,111,196,5.8,34,7,14,0.4,41,1.2,0.3,34,7,9,0.30,34,7,104,3.10
Gabe Moss,https://www.on3.com/db/gabe-moss-44559/,PF,JR,6-8,210,The Hill School,"(Pottstown, PA)",,,Entered,Delaware,,https://www.cbssports.com/college-basketball/players/28955765/gabe-moss/,F,DEL,16,0,6.9,2.8,20,34,58.8,0,0,—,4,9,44.4,16,0,6.9,7,7,14,0.9,16,0,2,0.1,6,0.4,0.3,16,0,2,0.10,16,0,2,0.10
Gabriel Pozzato,https://www.on3.com/db/gabriel-pozzato-246637/,SF,FR,6-7,,NBA Global Academy,"(Rome, Rome)",95.33,,Committed,Evansville,Xavier Musketeers,https://www.cbssports.com/college-basketball/players/29555793/gabriel-pozzato/,F,EVAN,24,24,34.9,14.9,126,282,44.7,44,139,31.7,62,88,70.5,24,24,34.9,18,87,105,4.4,24,24,32,1.3,48,2.0,0.7,24,24,31,1.30,24,24,9,0.40
Garwey Dual,https://www.on3.com/db/garwey-dual-155406/,CG,SO,6-5,175,So Cal Academy,"(Carmel, IN)",90.00,,Committed,Seton Hall,McNeese State Cowboys,https://www.cbssports.com/college-basketball/players/29231088/garwey-dual/,G,SETON,30,22,25.5,5.4,57,135,42.2,11,35,31.4,36,57,63.2,30,22,25.5,10,39,49,1.6,30,22,89,3.0,45,1.5,2.0,30,22,50,1.70,30,22,20,0.70
Gavin Griffiths,https://www.on3.com/db/gavin-griffiths-45395/,SF,SO,6-7,185,Kingswood-Oxford School,"(West Hartford, CT)",91.47,,Entered,Nebraska,,https://www.cbssports.com/college-basketball/players/29234569/gavin-griffiths/,G,NEB,16,0,8.5,2.1,13,38,34.2,7,28,25.0,0,0,—,16,0,8.5,3,23,26,1.6,16,0,12,0.8,6,0.4,2.0,16,0,5,0.30,16,0,6,0.40
Gavin Walsh,https://www.on3.com/db/gavin-walsh-250225/,SF,SO,6-8,225,Loyola Blakefield,"(Baltimore, MD)",90.96,,Committed,Binghamton University,University of North Carolina Wilmington Seahawks,https://www.cbssports.com/college-basketball/players/29231391/gavin-walsh/,F,BING,31,31,32.7,11.3,114,271,42.1,22,75,29.3,101,160,63.1,31,31,32.7,65,274,339,10.9,31,31,58,1.9,57,1.8,1.0,31,31,27,0.90,31,31,9,0.30
Gehrig Normand,https://www.on3.com/db/gehrig-normand-155086/,SG,SO,6-6,175,Birdville,"(North Richland Hills, TX)",93.52,,Entered,Michigan State,,https://www.cbssports.com/college-basketball/players/29242268/gehrig-normand/,G,MICHST,13,0,1.9,0.6,3,8,37.5,2,6,33.3,0,0,—,13,0,1.9,1,0,1,0.1,13,0,3,0.2,1,0.1,3.0,13,0,0,0.00,13,0,0,0.00
George Kimble III,https://www.on3.com/db/george-kimble-iii-250084/,SG,SO,6-2,184,Berkeley Prep,"(Tampa, FL)",,,Entered,Eastern Kentucky,,https://www.cbssports.com/college-basketball/players/29555706/george-kimble-iii/,G,EKY,25,25,29.7,18.0,142,374,38.0,64,184,34.8,103,121,85.1,25,25,29.7,28,64,92,3.7,25,25,81,3.2,65,2.6,1.2,25,25,65,2.60,25,25,9,0.40
George Washington III,https://www.on3.com/db/george-washington-iii-45792/,CG,SO,6-2,165,Chaminade Julienne,"(Louisville, KY)",91.29,,Entered,Richmond,,https://www.cbssports.com/college-basketball/players/29235097/george-washington-iii/,G,RICH,9,0,5.2,1.7,4,12,33.3,2,6,33.3,5,6,83.3,9,0,5.2,0,1,1,0.1,9,0,4,0.4,4,0.4,1.0,9,0,2,0.20,9,0,0,0.00
Gerald Drumgoole,https://www.on3.com/db/gerald-drumgoole-45845/,SF,SR,6-6,195,La Lumiere School,"(Rochester, NY)",90.00,,Entered,George Washington University,,https://www.cbssports.com/college-basketball/players/3141708/gerald-drumgoole-jr/,G,GWASH,34,34,26.2,11.0,120,343,35.0,67,221,30.3,66,96,68.8,34,34,26.2,27,64,91,2.7,34,34,41,1.2,47,1.4,0.9,34,34,26,0.80,34,34,8,0.20
Gianni Cobb,https://www.on3.com/db/gianni-cobb-250074/,PG,FR,6-0,150,Homewood-Flossmoor,"(Chicago, IL)",,,Entered,Columbia,,https://www.cbssports.com/college-basketball/players/29559081/gianni-cobb/,G,CLMB,23,1,12.8,4.3,36,95,37.9,5,30,16.7,22,34,64.7,23,1,12.8,3,21,24,1.0,23,1,39,1.7,23,1.0,1.7,23,1,26,1.10,23,1,2,0.10
Grant Newell,https://www.on3.com/db/grant-newell-46544/,SF,JR,6-6,180,IMG Academy,"(Chicago, IL)",,,Committed,North Texas,Western Kentucky Hilltoppers,https://www.cbssports.com/college-basketball/players/28954247/grant-newell/,F,NTEXAS,36,36,21.8,6.2,69,170,40.6,20,60,33.3,65,90,72.2,36,36,21.8,58,71,129,3.6,36,36,16,0.4,25,0.7,0.6,36,36,18,0.50,36,36,6,0.20
Greg Gerhardt,https://www.on3.com/db/greg-gerhardt-160858/,C,RS-SO,6-10,215,Sunrise Christian Academy,"(Wichita, KS)",,,Entered,Colorado,,https://www.cbssports.com/college-basketball/players/28953980/greg-gerhardt/,F,COLO,1,0,3,0.0,0,3,0.0,0,2,0.0,0,0,—,1,0,3,1,0,1,1.0,1,0,0,0.0,0,0.0,—,1,0,0,0.00,1,0,0,0.00
Greg Gordon,https://www.on3.com/db/greg-gordon-241406/,SG,SR,6-5,210,Coral Springs,"(Chicago, IL)",88.00,,Entered,UAB,,https://www.cbssports.com/college-basketball/players/29232039/greg-gordon/,G,UAB,7,1,13.1,3.1,10,27,37.0,0,3,0.0,2,8,25.0,7,1,13.1,15,9,24,3.4,7,1,8,1.1,3,0.4,2.7,7,1,1,0.10,7,1,2,0.30
Grgur Brcic,https://www.on3.com/db/grgur-brcic-250259/,PF,SO,6-10,235,The Williston Northampton School,(Zagreb),,,Entered,Toledo,,https://www.cbssports.com/college-basketball/players/29232279/grgur-brcic/,F,TOLEDO,26,0,8.9,2.5,27,43,62.8,0,0,—,11,28,39.3,26,0,8.9,25,31,56,2.2,26,0,5,0.2,5,0.2,1.0,26,0,5,0.20,26,0,6,0.20
Guillermo Diaz Graham,https://www.on3.com/db/guillermo-diaz-graham-150581/,PF,JR,7-0,205,IMG Academy,"(Bradenton, FL)",91.19,,Committed,Pittsburgh,University of San Francisco Dons,https://www.cbssports.com/college-basketball/players/28953857/guillermo-diaz-graham/,F,PITT,32,25,23.1,6.2,69,163,42.3,36,114,31.6,25,37,67.6,32,25,23.1,61,99,160,5.0,32,25,48,1.5,30,0.9,1.6,32,25,16,0.50,32,25,22,0.70
Gus Yalden,https://www.on3.com/db/gus-yalden-47277/,PF,SO,6-8,240,La Lumiere School,"(Appleton, WI)",91.93,,Committed,Seton Hall,Vermont Catamounts,https://www.cbssports.com/college-basketball/players/29233704/gus-yalden/,F,SETON,26,0,8.3,1.8,18,49,36.7,1,14,7.1,9,16,56.3,26,0,8.3,22,16,38,1.5,26,0,8,0.3,8,0.3,1.0,26,0,7,0.30,26,0,5,0.20
Hamad Mousa,https://www.on3.com/db/hamad-mousa-240773/,CG,FR,6-6,175,NBA Global Academy,(Doha),92.96,,Entered,Dayton,,https://www.cbssports.com/college-basketball/players/29559993/hamad-mousa/,G,DAYTON,20,0,7.7,1.3,7,23,30.4,1,13,7.7,11,16,68.8,20,0,7.7,1,9,10,0.5,20,0,8,0.4,11,0.6,0.7,20,0,4,0.20,20,0,0,0.00
Harlan Obioha,https://www.on3.com/db/harlan-obioha-47485/,C,RS-JR,6-11,300,Hoxie,"(Hoxie, KS)",89.00,,Committed,University of North Carolina Wilmington,West Virginia Mountaineers,https://www.cbssports.com/college-basketball/players/28955738/harlan-obioha/,F,NCWILM,35,23,20.1,9.2,117,183,63.9,0,4,0.0,88,141,62.4,35,23,20.1,88,123,211,6.0,35,23,33,0.9,53,1.5,0.6,35,23,19,0.50,35,23,42,1.20
Harold Woods,https://www.on3.com/db/harold-woods-250239/,SG,JR,6-5,215,Hammond Central,"(Hammond, IN)",,,Entered,Northeastern,,https://www.cbssports.com/college-basketball/players/28955606/harold-woods/,G,NEAST,32,31,32.4,11.8,157,343,45.8,19,59,32.2,46,85,54.1,32,31,32.4,65,166,231,7.2,32,31,78,2.4,68,2.1,1.1,32,31,35,1.10,32,31,2,0.10
Harrison Carrington,https://www.on3.com/db/harrison-carrington-160850/,CG,RS-SO,6-7,195,Northfield Mount Hermon,"(Menlo Park, CA)",,,Entered,Colorado,,https://www.cbssports.com/college-basketball/players/28951838/harrison-carrington/,G,COLO,30,1,9,3.1,28,46,60.9,6,18,33.3,30,39,76.9,30,1,9,15,22,37,1.2,30,1,7,0.2,20,0.7,0.4,30,1,10,0.30,30,1,5,0.20
Hasan Abdul-Hakim,https://www.on3.com/db/hasan-abdul-hakim-241522/,SF,SR,6-8,206,Henry M. Gunn,"(Toronto, ON)",91.40,,Entered,The University of Texas Rio Grande Valley,,https://www.cbssports.com/college-basketball/players/29233869/hasan-abdul-hakim/,G,TEXPA,12,9,28.8,13.3,61,127,48.0,16,49,32.7,21,32,65.6,12,9,28.8,27,54,81,6.8,12,9,35,2.9,30,2.5,1.2,12,9,17,1.40,12,9,8,0.70
Hayden Gray,https://www.on3.com/db/hayden-gray-250556/,PG,SR,6-4,190,Santa Fe Christian,"(San Diego, CA)",,,Entered,University of California San Diego,,https://www.cbssports.com/college-basketball/players/29231694/hayden-gray/,G,CALSD,35,35,32.1,11.2,147,307,47.9,64,153,41.8,33,48,68.8,35,35,32.1,25,85,110,3.1,35,35,116,3.3,47,1.3,2.5,35,35,110,3.10,35,35,8,0.20
Henri Veesaar,https://www.on3.com/db/henri-veesaar-155429/,PF,RS-SO,7-0,235,Estonia,(Tallinn),96.18,$1.5M,Committed,Arizona,North Carolina Tar Heels,https://www.cbssports.com/college-basketball/players/28954370/henri-veesaar/,F,ARIZ,37,5,20.8,9.4,129,218,59.2,16,49,32.7,72,105,68.6,37,5,20.8,80,105,185,5.0,37,5,48,1.3,42,1.1,1.1,37,5,25,0.70,37,5,42,1.10
Hercy Miller,https://www.on3.com/db/hercy-miller-48084/,PG,SR,6-3,160,Minnehaha Academy,"(Minneapolis, MN)",,,Entered,Southern Utah,,https://www.cbssports.com/college-basketball/players/26777006/hercy-miller/,G,SUTAH,26,7,16.8,7.1,52,134,38.8,16,48,33.3,65,85,76.5,26,7,16.8,19,55,74,2.8,26,7,26,1.0,47,1.8,0.6,26,7,11,0.40,26,7,4,0.20
Honor Huff,https://www.on3.com/db/honor-huff-240793/,PG,RS-JR,5-10,162,Perkiomen School,"(Pennsburg, PA)",91.75,,Committed,Chattanooga,West Virginia Mountaineers,https://www.cbssports.com/college-basketball/players/26775590/honor-huff/,G,CHATT,38,36,36.5,15.2,171,403,42.4,131,315,41.6,105,128,82.0,38,36,36.5,8,61,69,1.8,38,36,86,2.3,51,1.3,1.7,38,36,36,0.90,38,36,4,0.10
Hudson Ward,https://www.on3.com/db/hudson-ward-175490/,SF,FR,6-7,,Western Canada Prep,"(Edmonton, AB)",84.00,,Entered,Penn State,,https://www.cbssports.com/college-basketball/players/29557914/hudson-ward/,F,PSU,8,0,2.8,0.0,0,2,0.0,0,1,0.0,0,0,—,8,0,2.8,2,3,5,0.6,8,0,1,0.1,1,0.1,1.0,8,0,0,0.00,8,0,1,0.10
Hunter Erickson,https://www.on3.com/db/hunter-erickson-48438/,SG,SR,6-3,180,Timpview,"(Provo, UT)",,,Committed,Utah,Hawaii Rainbow Warriors,https://www.cbssports.com/college-basketball/players/3177946/hunter-erickson/,G,UTAH,33,2,17.8,3.8,38,95,40.0,25,72,34.7,23,28,82.1,33,2,17.8,11,41,52,1.6,33,2,51,1.5,26,0.8,2.0,33,2,18,0.50,33,2,9,0.30
Ian Jackson,https://www.on3.com/db/ian-jackson-145590/,SG,FR,6-4,185,Our Saviour Lutheran School,"(Bronx, NY)",97.56,$1.5M,Committed,North Carolina,St. John's Red Storm,https://www.cbssports.com/college-basketball/players/29557827/ian-jackson/,G,UNC,36,12,23.7,11.9,151,331,45.6,60,152,39.5,68,94,72.3,36,12,23.7,15,82,97,2.7,36,12,32,0.9,44,1.2,0.7,36,12,20,0.60,36,12,7,0.20
Ian Motta,https://www.on3.com/db/ian-motta-48817/,SF,SR,6-5,185,Allen,"(Allen, TX)",,,Entered,Bucknell,,https://www.cbssports.com/college-basketball/players/26778392/ian-motta/,F,BUCK,7,7,24.1,10.1,27,60,45.0,9,21,42.9,8,12,66.7,7,7,24.1,8,18,26,3.7,7,7,7,1.0,11,1.6,0.6,7,7,7,1.00,7,7,4,0.60
Ian Schieffelin,https://www.on3.com/db/ian-schieffelin-48839/,PF,SR,6-8,225,Grayson,"(Loganville, GA)",95.74,,Entered,Clemson,,https://www.cbssports.com/college-basketball/players/26776076/ian-schieffelin/,F,CLEM,34,34,33.4,12.4,157,317,49.5,29,85,34.1,80,108,74.1,34,34,33.4,104,215,319,9.4,34,34,91,2.7,55,1.6,1.7,34,34,27,0.80,34,34,25,0.70
Ibrahim Souare,https://www.on3.com/db/ibrahim-souare-236940/,PF,SO,6-9,210,Dream City Christian,"(Glendale, AZ)",90.00,,Committed,Georgia Tech,Syracuse Orange,https://www.cbssports.com/college-basketball/players/29232549/ibrahim-souare/,F,GATECH,30,14,16.9,2.8,37,62,59.7,0,1,0.0,10,32,31.3,30,14,16.9,36,72,108,3.6,30,14,7,0.2,16,0.5,0.4,30,14,7,0.20,30,14,17,0.60
Ice Emery,https://www.on3.com/db/ice-emery-178616/,PG,JR,6-1,180,Neenah,"(Appleton, WI)",,,Entered,Western Carolina,,https://www.cbssports.com/college-basketball/players/28955111/ice-emery/,G,WCAR,30,14,24.8,9.3,93,273,34.1,47,164,28.7,46,68,67.6,30,14,24.8,4,52,56,1.9,30,14,59,2.0,53,1.8,1.1,30,14,29,1.00,30,14,1,0.00
Isaac McKneely,https://www.on3.com/db/isaac-mckneely-49222/,CG,JR,6-4,195,Poca,"(Poca, WV)",97.09,,Committed,Virginia,Louisville Cardinals,https://www.cbssports.com/college-basketball/players/28952102/isaac-mckneely/,G,UVA,32,32,34.3,14.4,152,346,43.9,101,240,42.1,57,70,81.4,32,32,34.3,4,83,87,2.7,32,32,92,2.9,47,1.5,2.0,32,32,26,0.80,32,32,4,0.10
Isaia Howard,https://www.on3.com/db/isaia-howard-244935/,SG,FR,6-4,180,Plattsburg,"(Plattsburg, MO)",89.00,,Committed,Drake,Iowa Hawkeyes,https://www.cbssports.com/college-basketball/players/29556237/isaia-howard/,G,DRAKE,30,0,15.4,4.5,54,124,43.5,14,45,31.1,13,29,44.8,30,0,15.4,30,45,75,2.5,30,0,25,0.8,19,0.6,1.3,30,0,33,1.10,30,0,9,0.30
Isaiah Abraham,https://www.on3.com/db/isaiah-abraham-155821/,SF,FR,6-7,195,Paul VI Catholic,"(Gainesville, VA)",90.23,,Committed,Connecticut,Georgetown Hoyas,https://www.cbssports.com/college-basketball/players/29558496/isaiah-abraham/,F,UCONN,9,0,3.7,1.6,5,11,45.5,3,7,42.9,1,1,100.0,9,0,3.7,2,3,5,0.6,9,0,0,0.0,2,0.2,0.0,9,0,1,0.10,9,0,0,0.00
Isaiah Barnes,https://www.on3.com/db/isaiah-barnes-49352/,SF,SR,6-6,180,Simeon,"(Chicago, IL)",89.13,,Committed,Tulsa,Valparaiso Beacons,https://www.cbssports.com/college-basketball/players/26779245/isaiah-barnes/,G,TULSA,26,23,28.6,9.3,87,206,42.2,36,108,33.3,31,53,58.5,26,23,28.6,18,102,120,4.6,26,23,15,0.6,33,1.3,0.5,26,23,14,0.50,26,23,4,0.20
Isaiah Coleman,https://www.on3.com/db/isaiah-coleman-147260/,SG,SO,6-5,180,Word Of God Christian Academy,"(Fredericksburg, VA)",93.42,,Committed,Seton Hall,Oklahoma State Cowboys,https://www.cbssports.com/college-basketball/players/29232792/isaiah-coleman/,G,SETON,30,29,33.7,15.6,164,422,38.9,38,129,29.5,102,134,76.1,30,29,33.7,49,110,159,5.3,30,29,51,1.7,60,2.0,0.9,30,29,45,1.50,30,29,4,0.10
Isaiah Cottrell,https://www.on3.com/db/isaiah-cottrell-49428/,PF,RS-SR,6-9,215,Huntington Prep,"(Huntington, WV)",88.00,,Entered,UNLV,,https://www.cbssports.com/college-basketball/players/3177600/isaiah-cottrell/,F,UNLV,11,0,9.1,1.7,5,22,22.7,4,17,23.5,5,8,62.5,11,0,9.1,7,10,17,1.5,11,0,3,0.3,2,0.2,1.5,11,0,0,0.00,11,0,2,0.20
Isaiah Elohim,https://www.on3.com/db/isaiah-elohim-49466/,SG,FR,6-5,205,Sierra Canyon,"(Kingston, NY)",90.71,,Committed,USC,Florida Atlantic Owls,https://www.cbssports.com/college-basketball/players/29556183/isaiah-elohim/,G,USC,18,1,5.7,2.1,13,22,59.1,2,3,66.7,10,17,58.8,18,1,5.7,4,11,15,0.8,18,1,4,0.2,6,0.3,0.7,18,1,1,0.10,18,1,1,0.10
Isaiah Hawthorne,https://www.on3.com/db/isaiah-hawthorne-49537/,SF,RS-SR,6-7,180,Tracy,"(Tracy, CA)",94.75,,Entered,Northern Colorado,,https://www.cbssports.com/college-basketball/players/3148155/isaiah-hawthorne/,F,NCOLO,34,34,29.7,17.1,193,393,49.1,65,165,39.4,130,160,81.3,34,34,29.7,40,147,187,5.5,34,34,39,1.1,59,1.7,0.7,34,34,41,1.20,34,34,16,0.50
Isaiah Johnson-Arigu,https://www.on3.com/db/isaiah-johnson-arigu-235840/,SF,FR,6-7,190,Totino-Grace,"(Minneapolis, MN)",90.93,,Committed,Iowa,St. Thomas Tommies,https://www.cbssports.com/college-basketball/players/29558436/isaiah-johnson-arigu/,F,IOWA,8,0,5.4,1.0,4,10,40.0,0,4,0.0,0,0,—,8,0,5.4,1,5,6,0.8,8,0,2,0.3,2,0.3,1.0,8,0,2,0.30,8,0,0,0.00
Isaiah Manning,https://www.on3.com/db/isaiah-manning-147244/,PF,RS-FR,6-7,200,Mansfield Legacy,"(Mansfield, TX)",85.05,,Entered,TCU,,https://www.cbssports.com/college-basketball/players/29233278/isaiah-manning/,F,TCU,24,0,7.4,2.0,17,57,29.8,9,43,20.9,5,7,71.4,24,0,7.4,6,12,18,0.8,24,0,6,0.3,3,0.1,2.0,24,0,4,0.20,24,0,0,0.00
Isaiah Miranda,https://www.on3.com/db/isaiah-miranda-49641/,PF,JR,7-1,205,Southern California Academy,"(Pawtucket, RI)",89.00,,Entered,Wisconsin Green Bay,,https://www.cbssports.com/college-basketball/players/29053989/isaiah-miranda/,C,WISGB,7,0,8.4,4.0,11,23,47.8,2,12,16.7,4,6,66.7,7,0,8.4,1,9,10,1.4,7,0,0,0.0,4,0.6,0.0,7,0,0,0.00,7,0,3,0.40
Isaiah Swope,https://www.on3.com/db/isaiah-swope-241789/,PG,SR,5-10,170,Castle,"(Newburgh, IN)",93.97,,Entered,Saint Louis,,https://www.cbssports.com/college-basketball/players/28954328/isaiah-swope/,G,STLOU,33,33,36.6,17.1,197,455,43.3,104,290,35.9,65,86,75.6,33,33,36.6,14,90,104,3.2,33,33,140,4.2,102,3.1,1.4,33,33,37,1.10,33,33,2,0.10
